,Completion_rate,Tuition_in_state,Tuition_out_state,Faculty_salary,Pell_grant_rate,SAT_average,ACT_50thPercentile,pct_White,pct_Black,pct_Hispanic,pct_Asian,Parents_middlesch,Parents_highsch,Parents_college
1277,0.6362,31996.0,31996.0,7637.0,0.2451,1179.0,27.0,0.8109,0.0469,0.0651,0.0144,0.012345679,0.1530864198,0.8345679012
1278,0.5629,23132.0,23132.0,6225.0,0.3374,1004.0,22.0,0.6635,0.0894,0.0452,0.01,0.0207889126,0.382196162,0.5970149254
1279,0.2377,16510.0,16510.0,6001.0,0.5248,893.0,19.0,0.4074,0.2484,0.0723,0.0098,0.0615723733,0.506098457,0.4323291697
1280,0.6952,18270.0,18270.0,5605.0,0.4096,982.0,19.0,0.5635,0.2789,0.0322,0.0248,0.0372836218,0.3928095872,0.5699067909
1281,0.6591,35324.0,35324.0,9222.0,0.2808,1005.0,23.0,0.5779,0.0842,0.2157,0.0225,0.0319148936,0.2689969605,0.6990881459
1282,0.6758,37124.0,37124.0,9719.0,0.2948,1251.0,29.0,0.658,0.0495,0.0711,0.0756,0.0142170605,0.1880256308,0.7977573088
1283,0.7122,35380.0,35380.0,8098.0,0.2573,1149.0,26.0,0.6754,0.0556,0.0637,0.0906,0.0138713745,0.184110971,0.8020176545
1284,0.4748,37835.0,37835.0,9758.0,0.2584,943.0,21.0,0.6743,0.1048,0.0626,0.0241,0.0172413793,0.2829153605,0.6998432602
1285,0.8727,41110.0,41110.0,12158.0,0.1554,1234.0,28.0,0.6146,0.0295,0.0686,0.0803,0.0205533597,0.1833992095,0.7960474308
1286,0.9307,12668.0,40054.0,12428.0,0.1205,1362.0,31.0,0.607,0.063,0.0579,0.1224,0.0113288426,0.1546233925,0.8340477648
1287,0.9597,49346.0,49346.0,14356.0,0.1599,1457.0,33.0,0.4294,0.0671,0.1138,0.1332,0.0290196078,0.1349019608,0.8360784314
1288,0.5322,33800.0,33800.0,6568.0,0.394,1140.0,25.0,0.336,0.1833,0.0974,0.0351,0.0186915888,0.1981308411,0.7831775701
1289,0.9084,48280.0,48280.0,13355.0,0.2337,1380.0,31.0,0.3644,0.0436,0.1353,0.225,0.0293403927,0.1934701081,0.7771894992
1290,0.5244,24300.0,24300.0,6256.0,0.5527,1024.0,22.0,0.6207,0.0282,0.1211,0.0347,0.031372549,0.3581699346,0.6104575163
1291,0.5175,23750.0,23750.0,5866.0,0.2964,1038.0,23.0,0.8312,0.0828,0.0336,0.0108,0.0171875,0.2625,0.7203125
1292,0.3876,27520.0,27520.0,5373.0,0.3018,899.0,19.0,0.5956,0.2476,0.0411,0.0108,0.0162059104,0.3441372736,0.639656816
1293,0.4494,22390.0,22390.0,4689.0,0.2022,900.0,19.0,0.6699,0.229,0.028,0.0037,0.036977492,0.421221865,0.5418006431
1294,0.7309,13527.0,38235.0,12265.0,0.568,1119.0,26.0,0.1321,0.0418,0.3627,0.3665,0.0988800472,0.341290893,0.5598290598
1295,0.4526,30270.0,30270.0,7091.0,0.3357,1009.0,22.0,0.6134,0.2292,0.0437,0.0115,0.0179104478,0.371641791,0.6104477612
1296,0.5043,25834.0,25834.0,5436.0,0.4315,1048.0,23.0,0.7127,0.1072,0.0369,0.0137,0.0178837556,0.3338301043,0.6482861401
1297,0.807,13746.0,36624.0,13048.0,0.3798,1212.0,27.0,0.3965,0.0213,0.2481,0.1763,0.0744521165,0.3065145602,0.6190333233
1298,0.4405,30800.0,30800.0,6934.0,0.4369,1057.0,24.0,0.2603,0.1824,0.3286,0.1012,0.0620756547,0.3006789525,0.6372453928
1299,0.7245,25114.0,25114.0,8913.0,0.3231,1017.0,23.0,0.6102,0.0949,0.1339,0.0289,0.0210242588,0.3547169811,0.6242587601
1300,0.5604,36825.0,36825.0,7243.0,0.4402,989.0,22.0,0.5841,0.0916,0.1403,0.0301,0.041728763,0.39195231,0.566318927
1301,0.5303,26968.0,26968.0,6352.0,0.379,1018.0,22.0,0.6827,0.0447,0.0853,0.0475,0.0342979636,0.3118971061,0.6538049303
1302,0.4469,13372.0,24188.0,7330.0,0.4229,978.0,21.0,0.7319,0.1133,0.0507,0.0155,0.0062506621,0.2058480771,0.7879012607
1303,0.6707,9144.0,19594.0,9185.0,0.2434,1079.0,24.0,0.7957,0.0988,0.0503,0.0209,0.0102756483,0.2798890882,0.7098352634
1304,0.689,35500.0,35500.0,7985.0,0.3398,1068.0,23.0,0.6425,0.0554,0.1861,0.0551,0.0390127389,0.3128980892,0.648089172
1305,0.6668,11548.0,20512.0,8790.0,0.2637,1108.0,24.0,0.8348,0.05,0.0275,0.0088,0.0146224356,0.3394442019,0.6459333624
1306,0.3568,9776.0,18910.0,6666.0,0.7041,851.0,18.0,0.0271,0.951,0.0066,0.0063,0.0120391272,0.3483822423,0.6395786305
1307,0.4853,7169.0,18329.0,8362.0,0.4544,948.0,20.0,0.323,0.0342,0.3965,0.0983,0.0917340698,0.3541132373,0.5541526928
1308,0.4286,30550.0,30550.0,5161.0,0.5223,942.0,21.0,0.434,0.0798,0.2362,0.0319,0.0220750552,0.3642384106,0.6136865342
1309,0.6746,11192.0,28808.0,12447.0,0.3411,1262.0,28.0,0.3568,0.0593,0.1845,0.295,0.0506692161,0.2632887189,0.686042065
1310,0.4159,8256.0,17992.0,7071.0,0.4344,910.0,19.0,0.6728,0.1821,0.0348,0.011,0.0181230935,0.3884801723,0.5933967343
1311,0.4912,24950.0,24950.0,6747.0,0.4332,1028.0,22.0,0.6198,0.2006,0.0786,0.0135,0.0170068027,0.3514739229,0.6315192744
1312,0.6835,8795.0,16368.0,6783.0,0.2219,1145.0,25.0,0.8964,0.0075,0.0294,0.0239,0.004091653,0.2165848336,0.7793235134
1313,0.6119,26160.0,26160.0,7976.0,0.3452,1089.0,24.0,0.6993,0.1598,0.029,0.0194,0.0218978102,0.3054168267,0.672685363
1314,0.2112,5927.0,15287.0,5956.0,0.5847,842.0,18.0,0.2346,0.0678,0.6593,0.0037,0.0782459157,0.3852106621,0.5365434222
1315,0.5945,9344.0,24610.0,7454.0,0.3399,1066.0,22.0,0.8189,0.074,0.0382,0.0101,0.0090871541,0.2867960898,0.7041167562
1316,0.4592,29990.0,29990.0,6612.0,0.4699,877.0,19.0,0.3838,0.1978,0.2417,0.0797,0.0618131868,0.418956044,0.5192307692
1317,0.8751,6313.0,28591.0,10850.0,0.3152,1273.0,29.0,0.5783,0.0666,0.2003,0.0775,0.0222719414,0.2744838808,0.7032441778
1318,0.9516,48108.0,48108.0,13346.0,0.1382,1444.0,32.0,0.4804,0.0679,0.0815,0.1405,0.018627451,0.1264705882,0.8549019608
1319,0.6036,25470.0,25470.0,4961.0,0.3155,1070.0,23.0,0.2856,0.2232,0.1337,0.1258,0.0195783133,0.1325301205,0.8478915663
1320,0.6283,12884.0,28874.0,10205.0,0.2613,1081.0,25.0,0.7207,0.0509,0.0962,0.033,0.0216296849,0.2416557897,0.7367145255
1321,0.4083,19180.0,19180.0,5318.0,0.5432,949.0,21.0,0.629,0.1086,0.2093,0.0085,0.041392286,0.334901223,0.6237064911
1322,0.602,7668.0,15241.0,6497.0,0.3394,1050.0,23.0,0.8822,0.0204,0.0303,0.0261,0.0059385489,0.3049315776,0.6891298735
1323,0.4848,11244.0,17653.0,9226.0,0.4308,907.0,19.0,0.3795,0.198,0.2536,0.0586,0.0414404633,0.4180238871,0.5405356497
1324,0.6057,27364.0,27364.0,6293.0,0.4377,1046.0,23.0,0.7404,0.126,0.0568,0.0077,0.0209059233,0.2961672474,0.6829268293
1325,0.5247,25516.0,25516.0,7686.0,0.3644,1030.0,22.0,0.4491,0.0968,0.0861,0.1417,0.0314435445,0.3363506432,0.6322058123
1326,0.3198,9499.0,12678.0,8624.0,0.4344,1030.0,22.0,0.6276,0.1919,0.0489,0.0245,0.0205995388,0.3916986933,0.5877017679
1327,0.5657,27970.0,27970.0,7543.0,0.3653,1070.0,23.0,0.7223,0.074,0.1343,0.0262,0.0326209224,0.4195725534,0.5478065242
1328,0.54,13232.0,13232.0,6223.0,0.3012,1110.0,24.0,0.7861,0.0597,0.0299,0.0896,0.0130969966,0.169177745,0.8177252585
1329,0.2615,16510.0,16510.0,5732.0,0.4695,855.0,14.0,0.3582,0.2008,0.0657,0.0103,0.0522220757,0.4998021891,0.4479757352
1330,0.2523,22900.0,22900.0,6335.0,0.6892,773.0,15.0,0.182,0.7077,0.0345,0.002,0.0265402844,0.3687203791,0.6047393365
1331,0.2406,6963.0,18379.0,6604.0,0.3038,928.0,20.0,0.5514,0.1754,0.2043,0.0233,0.0335758254,0.4264129827,0.5400111919
1332,0.9203,52283.0,52283.0,13760.0,0.2169,1395.0,32.0,0.3986,0.0444,0.14,0.2091,0.0363995485,0.210778781,0.7528216704
1333,0.3373,17890.0,17890.0,5137.0,0.8435,741.0,15.0,0.0111,0.9469,0.0062,0.0012,0.017699115,0.3433628319,0.6389380531
1334,0.2751,5556.0,15561.0,5423.0,0.7447,847.0,18.0,0.0421,0.8852,0.0236,0.0009,0.0128964796,0.3105611711,0.6765423493
1335,0.8997,13142.0,40392.0,10509.0,0.157,1352.0,30.0,0.6272,0.0436,0.0412,0.1222,0.010045797,0.1588122322,0.8311419707
1336,0.6287,7016.0,18176.0,9373.0,0.4615,1066.0,24.0,0.1936,0.0329,0.396,0.2425,0.098453909,0.3655192532,0.5360268378
1337,0.6091,11494.0,20854.0,9813.0,0.3182,1030.0,22.0,0.7567,0.0868,0.088,0.0271,0.014878126,0.3323836657,0.6527382083
1338,0.4273,7575.0,17535.0,6429.0,0.3216,908.0,23.0,0.793,0.023,0.0131,0.0044,0.0256880734,0.4275229358,0.5467889908
1339,0.833,46970.0,46970.0,9850.0,0.1524,1145.0,26.0,0.766,0.0411,0.0941,0.0104,0.0186084142,0.1278317152,0.8535598706
1340,0.5828,40446.0,40446.0,9365.0,0.2066,1179.0,27.0,0.4428,0.0608,0.074,0.024,0.0398361876,0.3615040953,0.5986597171
1341,0.3083,7092.0,13884.0,6857.0,0.4613,1036.0,23.0,0.6655,0.2628,0.0133,0.0053,0.0295787272,0.3719749029,0.5984463699
1342,0.3875,25800.0,25800.0,6615.0,0.4425,1001.0,22.0,0.6421,0.2114,0.0395,0.0035,0.0256,0.32,0.6544
1343,0.6364,41178.0,41178.0,8464.0,0.3343,1114.0,25.0,0.3698,0.0417,0.4145,0.0306,0.048037889,0.2774018945,0.6745602165
1344,0.3929,5640.0,15360.0,6070.0,0.4718,988.0,21.0,0.5622,0.3942,0.006,0.0078,0.0421768707,0.3476190476,0.6102040816
1345,0.6949,39920.0,39920.0,8307.0,0.2061,1133.0,25.0,0.8632,0.0262,0.0371,0.0177,0.0191339376,0.3141993958,0.6666666667
1346,0.4317,7667.0,24011.0,6676.0,0.4331,1030.0,22.0,0.8361,0.0641,0.0216,0.0132,0.025903839,0.3749534104,0.5991427507
1347,0.7928,44586.0,44586.0,12116.0,0.1773,1236.0,28.0,0.5332,0.0335,0.1924,0.0731,0.0199866755,0.2205196536,0.7594936709
1348,0.7549,38600.0,38600.0,10265.0,0.1288,1207.0,27.0,0.74,0.048,0.1084,0.0266,0.0187436677,0.1616008105,0.8196555218
1349,0.3608,25874.0,25874.0,5187.0,0.395,906.0,19.0,0.4143,0.1684,0.0161,0.0073,0.0188442211,0.3479899497,0.6331658291
1350,0.6529,7850.0,17700.0,7101.0,0.3716,1086.0,23.0,0.6802,0.0717,0.1041,0.0252,0.0263598326,0.29958159,0.6740585774
1351,0.4255,27438.0,27438.0,8168.0,0.4253,890.0,19.0,0.3498,0.1615,0.3005,0.0589,0.0273972603,0.2938978829,0.6787048568
1352,0.6598,29450.0,29450.0,7046.0,0.3351,944.0,19.0,0.61,0.2477,0.0414,0.0463,0.017839445,0.4083250743,0.5738354807
1353,0.6197,33730.0,33730.0,6838.0,0.3185,1036.0,23.0,0.7075,0.1048,0.0345,0.0303,0.0311418685,0.2202998847,0.7485582468
1354,0.7397,36096.0,36096.0,7716.0,0.27,1169.0,26.0,0.3973,0.0627,0.0406,0.3844,0.023916293,0.2481315396,0.7279521674
1355,0.5156,6471.0,17631.0,8434.0,0.3959,954.0,20.0,0.3804,0.0246,0.4147,0.0545,0.0914861837,0.3640776699,0.5444361464
1356,0.5587,25114.0,25114.0,9890.0,0.3466,1041.0,23.0,0.767,0.0659,0.0177,0.0117,0.0065666041,0.3081613508,0.685272045
1357,0.5619,33565.0,33565.0,7038.0,0.2994,1002.0,22.0,0.7729,0.1093,0.0421,0.0126,0.0096618357,0.2763285024,0.7140096618
1358,0.4475,27152.0,27152.0,7165.0,0.486,973.0,22.0,0.4811,0.3284,0.0879,0.0201,0.0381315539,0.3651096282,0.5967588179
1359,0.7902,5000.0,5000.0,9911.0,0.3702,1290.0,29.0,0.832,0.005,0.0563,0.0195,0.0036481557,0.0996149169,0.8967369274
1360,0.6857,6462.0,18670.0,7657.0,0.259,1156.0,26.0,0.8612,0.0306,0.0419,0.0136,0.0095410429,0.2230630038,0.7673959533
1361,0.4364,27090.0,27090.0,5924.0,0.5336,992.0,22.0,0.4574,0.1372,0.1989,0.0223,0.0336283186,0.3433628319,0.6230088496
1362,0.7602,46930.0,46930.0,10880.0,0.1617,1341.0,31.0,0.718,0.0901,0.0585,0.0364,0.0169000483,0.2008691453,0.7822308064
1363,0.6887,7904.0,17254.0,7406.0,0.3979,1032.0,23.0,0.7164,0.102,0.0563,0.0174,0.0154555315,0.2847071584,0.6998373102
1364,0.6467,28226.0,28226.0,6081.0,0.347,990.0,21.0,0.8065,0.0671,0.0163,0.0189,0.015258216,0.2758215962,0.7089201878
1365,0.5634,29836.0,29836.0,6922.0,0.2861,1043.0,23.0,0.7886,0.1334,0.0241,0.0045,0.0077473182,0.3528009535,0.6394517282
1366,0.4545,21990.0,21990.0,6172.0,0.4737,995.0,22.0,0.7095,0.0935,0.0537,0.014,0.0347490347,0.3217503218,0.6435006435
1367,0.5122,30860.0,30860.0,6625.0,0.3837,1125.0,25.0,0.4076,0.2771,0.0771,0.0604,0.0426287744,0.3161634103,0.6412078153
1368,0.9457,51265.0,51265.0,15172.0,0.1298,1460.0,33.0,0.4557,0.0983,0.0816,0.2165,0.0090655509,0.1255230126,0.8654114365
1369,0.5943,16740.0,16740.0,7419.0,0.3222,1122.0,25.0,0.6786,0.1845,0.0313,0.0214,0.010594947,0.2461287694,0.7432762836
1370,0.4301,19920.0,19920.0,4144.0,0.3883,990.0,21.0,0.5177,0.1583,0.024,0.0208,0.0219619327,0.3894582723,0.588579795
1371,0.2169,24100.0,24100.0,6623.0,0.501,853.0,17.0,0.3993,0.3927,0.056,0.0147,0.0138067061,0.409270217,0.5769230769
1372,0.7396,33950.0,33950.0,7524.0,0.299,1089.0,24.0,0.6971,0.0447,0.1551,0.0483,0.0349002849,0.2799145299,0.6851851852
1373,0.3893,7602.0,20082.0,8256.0,0.3454,1050.0,23.0,0.5849,0.0973,0.178,0.0362,0.0538516405,0.3373751783,0.6087731812
1374,0.5953,38160.0,38160.0,7786.0,0.349,1105.0,25.0,0.6861,0.0902,0.0733,0.0463,0.0153609831,0.3056835637,0.6789554531
1375,0.6972,8724.0,19884.0,8675.0,0.1975,1242.0,28.0,0.5956,0.0076,0.1489,0.1134,0.0428109855,0.2217285945,0.73546042
1376,0.7989,40649.0,40649.0,11074.0,0.1565,1258.0,28.0,0.5671,0.064,0.1012,0.0638,0.0108832147,0.1485977396,0.8405190456
1377,0.5091,7487.0,15060.0,7091.0,0.2472,1030.0,22.0,0.8654,0.0232,0.036,0.0389,0.0120355835,0.315018315,0.6729461015
1378,0.45,21210.0,21210.0,5560.0,0.3317,989.0,21.0,0.6276,0.1154,0.0323,0.0122,0.0248538012,0.4078947368,0.567251462
1379,0.4317,8412.0,19032.0,7087.0,0.448,998.0,22.0,0.5723,0.2239,0.1393,0.0093,0.0359293067,0.3460866188,0.6179840746
1380,0.4076,9429.0,19603.0,8196.0,0.3685,1050.0,23.0,0.6772,0.0822,0.0919,0.0675,0.0245883644,0.3093304061,0.6660812294
1381,0.3218,8326.0,19744.0,10575.0,0.4428,972.0,21.0,0.3378,0.4723,0.0538,0.046,0.0429065744,0.3778546713,0.5792387543
1382,0.4529,7910.0,15828.0,9314.0,0.2899,991.0,21.0,0.6949,0.0715,0.0344,0.0654,0.0149359886,0.2527264106,0.7323376008
1383,0.6514,8518.0,27039.0,9560.0,0.2902,1116.0,24.0,0.6967,0.0136,0.1227,0.0572,0.0261731454,0.2682360229,0.7055908317
1384,0.5352,15458.0,15458.0,7369.0,0.359,1120.0,25.0,0.6625,0.1876,0.0258,0.0177,0.0224475018,0.1969587256,0.7805937726
1385,0.4109,9394.0,23812.0,8412.0,0.2864,1105.0,24.0,0.6251,0.1878,0.0263,0.0481,0.0267929635,0.3331529093,0.6400541272
1386,0.4131,6948.0,16308.0,8208.0,0.4544,941.0,20.0,0.3908,0.201,0.2693,0.0825,0.0698368941,0.3370089593,0.5931541466
1387,0.5883,12815.0,16480.0,7487.0,0.2431,1109.0,24.0,0.8759,0.0195,0.0203,0.0291,0.0041131105,0.2041131105,0.7917737789
1388,0.6383,9313.0,25166.0,8869.0,0.2571,1127.0,25.0,0.7495,0.021,0.096,0.019,0.0151873522,0.2273123366,0.7575003112
1389,0.3333,17376.0,17376.0,5666.0,0.6364,1013.0,22.0,0.7064,0.1896,0.0122,0.0214,0.0517241379,0.3620689655,0.5862068966
1390,0.5867,36820.0,36820.0,7124.0,0.3759,1032.0,22.0,0.6187,0.1056,0.0762,0.114,0.0344589938,0.2536181943,0.7119228119
1391,0.4877,13188.0,27473.0,10768.0,0.3825,1025.0,23.0,0.6159,0.1514,0.0937,0.0367,0.0337381916,0.3181511471,0.6481106613
1392,0.5637,7414.0,23887.0,8008.0,0.4545,1056.0,23.0,0.6626,0.0496,0.1056,0.0292,0.03003003,0.2708708709,0.6990990991
1393,0.5714,12024.0,33816.0,14631.0,0.2538,1014.0,22.0,0.701,0.0463,0.0942,0.0703,0.0194360799,0.2470572132,0.7335067068
1394,0.5842,24650.0,24650.0,6203.0,0.4429,1046.0,23.0,0.8294,0.0428,0.0193,0.0047,0.0187304891,0.3746097815,0.6066597294
1395,0.5674,13160.0,36038.0,8657.0,0.5977,1010.0,21.0,0.1526,0.0629,0.4391,0.2534,0.135637149,0.3676025918,0.4967602592
1396,0.2875,4558.0,10069.0,6443.0,0.4102,932.0,20.0,0.4794,0.051,0.3472,0.0109,0.0698795181,0.3972461274,0.5328743546
1397,0.4452,27480.0,27480.0,6452.0,0.4393,1017.0,22.0,0.2698,0.0768,0.2698,0.1811,0.0317848411,0.228606357,0.739608802
1398,0.2341,17890.0,17890.0,4843.0,0.9284,712.0,14.0,0.0148,0.8898,0.0106,0.0011,0.0188383046,0.3265306122,0.6546310832
1399,0.4815,24150.0,24150.0,5745.0,0.4393,954.0,20.0,0.4879,0.1616,0.0401,0.0074,0.0171821306,0.35395189,0.6288659794
1400,0.4197,10100.0,19668.0,7342.0,0.5684,927.0,20.0,0.4573,0.4678,0.0172,0.0126,0.013566987,0.3550028265,0.6314301865
1401,0.569,25830.0,25830.0,6413.0,0.2372,1018.0,22.0,0.6835,0.1637,0.0231,0.009,0.0340398202,0.3699421965,0.5960179833
1402,0.3721,20712.0,20712.0,4754.0,0.619,888.0,19.0,0.4183,0.3613,0.1387,0.0183,0.0418679549,0.383252818,0.5748792271
1403,0.5028,17390.0,17390.0,7565.0,0.3189,1049.0,23.0,0.6371,0.1309,0.0384,0.007,0.034034034,0.3773773774,0.5885885886
1404,0.3956,7701.0,21279.0,7134.0,0.3849,1029.0,23.0,0.6316,0.0255,0.1019,0.0248,0.0318799812,0.3600562588,0.60806376
1405,0.6569,37500.0,37500.0,7102.0,0.3431,1200.0,27.0,0.6617,0.0508,0.1294,0.024,0.0229885057,0.1954022989,0.7816091954
1406,0.2688,5250.0,13674.0,7196.0,0.2117,1008.0,21.0,0.4184,0.0601,0.4639,0.0248,0.0685647879,0.411969785,0.5194654271
1407,0.3069,31500.0,31500.0,7308.0,0.3888,1006.0,22.0,0.667,0.0775,0.0951,0.0139,0.0176470588,0.3403361345,0.6420168067
1408,0.7442,40726.0,40726.0,9834.0,0.1214,1259.0,28.0,0.6924,0.0638,0.0506,0.0984,0.0185337727,0.205107084,0.7763591433
1409,0.3342,6948.0,13596.0,7212.0,0.3743,1064.0,23.0,0.6374,0.229,0.0246,0.0337,0.0183894696,0.3358497871,0.6457607433
1410,0.6466,28700.0,28700.0,6911.0,0.3309,1023.0,22.0,0.6022,0.0656,0.1907,0.0397,0.0175746924,0.309314587,0.6731107206
1411,0.6459,36270.0,36270.0,6391.0,0.378,1101.0,24.0,0.7232,0.0603,0.0626,0.0593,0.0109589041,0.2100456621,0.7789954338
1412,0.6448,10626.0,27090.0,7747.0,0.2257,1165.0,26.0,0.8241,0.0628,0.0416,0.0162,0.0091922006,0.2025069638,0.7883008357
1413,0.2387,10138.0,18514.0,7657.0,0.4704,870.0,18.0,0.3058,0.1082,0.3811,0.0921,0.1267772512,0.3819115324,0.4913112164
1414,0.5016,11581.0,18183.0,9109.0,0.4502,928.0,19.0,0.36,0.199,0.2711,0.0544,0.0452823039,0.414740432,0.5399772641
1415,0.3448,20884.0,20884.0,5044.0,0.5323,937.0,20.0,0.6577,0.1574,0.0857,0.0157,0.0381742739,0.4199170124,0.5419087137
1416,0.8228,35062.0,35062.0,8626.0,0.1879,1204.0,27.0,0.7375,0.0101,0.0861,0.0387,0.007138608,0.1618084474,0.8310529447
1417,0.4889,24860.0,24860.0,6115.0,0.3085,1078.0,24.0,0.8283,0.0771,0.0304,0.0053,0.0204379562,0.2576642336,0.7218978102
1418,0.8056,38470.0,38470.0,9899.0,0.1547,1199.0,27.0,0.7151,0.0386,0.1082,0.0625,0.0185512367,0.1749116608,0.8065371025
1419,0.2034,8460.0,15348.0,6988.0,0.4823,890.0,19.0,0.3694,0.1022,0.3506,0.0947,0.111662531,0.3933002481,0.4950372208
1420,0.3289,7659.0,16362.0,7587.0,0.442,963.0,21.0,0.4902,0.2831,0.1306,0.0426,0.0384615385,0.3777472527,0.5837912088
1421,0.6392,21050.0,21050.0,6259.0,0.5049,1008.0,22.0,0.8502,0.0514,0.0167,0.0136,0.036119711,0.3787409701,0.5851393189
1422,0.388,27160.0,27160.0,6978.0,0.5779,929.0,20.0,0.109,0.0789,0.7571,0.003,0.0825309491,0.3933975241,0.5240715268
1423,0.4675,28730.0,28730.0,6579.0,0.4408,990.0,21.0,0.6898,0.1866,0.0542,0.008,0.0180806676,0.2892906815,0.6926286509
1424,0.6638,8040.0,18360.0,9423.0,0.3747,1102.0,24.0,0.5347,0.1442,0.1323,0.0757,0.0237418492,0.2579836148,0.718274536
1425,0.5611,6745.0,21607.0,8150.0,0.4474,1035.0,23.0,0.5238,0.2779,0.0771,0.0486,0.0271328294,0.2805075594,0.6923596112
1426,0.5308,7660.0,18242.0,8163.0,0.2251,1091.0,24.0,0.8758,0.0244,0.0141,0.0132,0.0069700697,0.1830668307,0.8099630996
1427,0.7237,8999.0,26239.0,11093.0,0.3252,1268.0,29.0,0.3503,0.0653,0.1185,0.2358,0.049770291,0.3116385911,0.6385911179
1428,0.4476,7553.0,15195.0,8733.0,0.295,1010.0,22.0,0.7464,0.0644,0.029,0.0558,0.0127429806,0.2714902808,0.7157667387
1429,0.6705,41460.0,41460.0,7767.0,0.3163,1199.0,27.0,0.63,0.0625,0.1599,0.0253,0.0171858217,0.2116004296,0.7712137487
1430,0.6296,27530.0,27530.0,5856.0,0.3127,1069.0,23.0,0.7895,0.0254,0.0582,0.0254,0.0185449358,0.2624821683,0.7189728959
1431,0.4231,10878.0,16398.0,7494.0,0.6318,833.0,17.0,0.0112,0.8561,0.0172,0.0,0.0171037628,0.3762827822,0.606613455
1432,0.6115,8790.0,26690.0,6354.0,0.218,1126.0,24.0,0.8518,0.0488,0.0488,0.013,0.0088951311,0.1985018727,0.7926029963
1433,0.5332,32284.0,32284.0,8274.0,0.5196,913.0,19.0,0.2457,0.2904,0.2908,0.0946,0.0521978022,0.3919413919,0.5558608059
1434,0.5311,39092.0,39092.0,8697.0,0.3435,1034.0,23.0,0.5766,0.1129,0.1584,0.0431,0.0399286988,0.367201426,0.5928698752
1435,0.7129,28926.0,28926.0,8415.0,0.1575,1070.0,23.0,0.8214,0.021,0.0362,0.0095,0.011676397,0.1909924937,0.7973311093
1436,0.3492,21028.0,21028.0,5647.0,0.4686,949.0,20.0,0.599,0.1578,0.0141,0.0101,0.0197693575,0.3624382208,0.6177924217
1437,0.4461,30290.0,30290.0,8399.0,0.2448,1072.0,25.0,0.5831,0.0957,0.1658,0.039,0.0198366394,0.2065344224,0.7736289382
1438,0.4508,26050.0,26050.0,5232.0,0.4989,951.0,20.0,0.445,0.078,0.1732,0.0287,0.0542372881,0.3915254237,0.5542372881
1439,0.407,7506.0,9986.0,7242.0,0.2337,1026.0,22.0,0.8418,0.0424,0.0429,0.013,0.0157845868,0.2664809656,0.7177344475
1440,0.6251,29200.0,29200.0,8039.0,0.2822,1109.0,24.0,0.5967,0.0478,0.0365,0.0606,0.0174059517,0.2341381246,0.7484559236
1441,0.4978,7334.0,16204.0,7573.0,0.4855,1049.0,23.0,0.6091,0.3031,0.0314,0.0121,0.0178072626,0.3063896648,0.6758030726
1442,0.5802,41054.0,41054.0,7934.0,0.3212,1122.0,25.0,0.5206,0.0195,0.1369,0.1223,0.0239912759,0.2617230098,0.7142857143
1443,0.3957,5785.0,17725.0,8205.0,0.6091,948.0,20.0,0.0329,0.9368,0.0121,0.0078,0.0236667719,0.3436415273,0.6326917009
1444,0.426,7602.0,18300.0,7527.0,0.4136,918.0,19.0,0.6315,0.0784,0.1433,0.0297,0.0488696809,0.3929521277,0.5581781915
1445,0.5242,31590.0,31590.0,7676.0,0.4912,906.0,19.0,0.137,0.0564,0.4773,0.1575,0.0648259304,0.331332533,0.6038415366
1446,0.4468,7154.0,16382.0,7172.0,0.4149,1010.0,22.0,0.8429,0.0679,0.0214,0.0086,0.0161681487,0.3578550256,0.6259768257
1447,0.7705,8880.0,26399.0,10655.0,0.2083,1273.0,29.0,0.7257,0.0597,0.0488,0.0589,0.0149838243,0.1779329133,0.8070832624
1448,0.3677,8746.0,19076.0,7226.0,0.431,907.0,19.0,0.6518,0.1921,0.0392,0.0109,0.0176139459,0.3442890866,0.6380969675
1449,0.6062,26180.0,26180.0,5902.0,0.3386,1077.0,24.0,0.8353,0.0387,0.0576,0.0162,0.0150905433,0.2746478873,0.7102615694
1450,0.6253,24102.0,24102.0,6993.0,0.3816,1081.0,24.0,0.7531,0.1825,0.0307,0.0065,0.0408992023,0.4433647571,0.5157360406
1451,0.6841,34754.0,34754.0,9217.0,0.3427,1080.0,24.0,0.4375,0.049,0.2907,0.0892,0.042651593,0.3165467626,0.6408016444
1452,0.207,9032.0,15424.0,7512.0,0.6873,892.0,19.0,0.0243,0.7764,0.0627,0.0095,0.0629552549,0.3699271592,0.5671175858
1453,0.5908,7811.0,16499.0,8890.0,0.2794,1110.0,25.0,0.6116,0.0607,0.2209,0.0252,0.0328761976,0.2693030246,0.6978207778
1454,0.5938,9160.0,24124.0,7305.0,0.3463,1053.0,22.0,0.8317,0.0673,0.0348,0.0082,0.0097915792,0.3033990768,0.686809344
1455,0.6299,19200.0,19200.0,3610.0,0.1264,988.0,22.0,0.7683,0.0579,0.0204,0.0051,0.0432432432,0.4783783784,0.4783783784
1456,0.5024,28900.0,28900.0,6340.0,0.5252,972.0,21.0,0.553,0.3299,0.0399,0.0062,0.0395721925,0.3743315508,0.5860962567
1457,0.639,32613.0,32613.0,7337.0,0.2388,1125.0,25.0,0.7752,0.0348,0.0826,0.0207,0.0138470801,0.2372065021,0.7489464178
